time,regions,market_segments,sales_channels,quantity,revenue
2019.04,Region A,Market Segment 3,Sales Channel 2,2802087.842,11208351.37
2019.04,Region A,Market Segment 3,Sales Channel 3,1739226.936,8696134.681
2019.04,Region A,Market Segment 3,Sales Channel 4,289871.156,1159484.624
2019.04,Region A,Market Segment 4,Sales Channel 1,4831185.934,19324743.74
2019.04,Region A,Market Segment 4,Sales Channel 2,2802087.842,11208351.37
2019.04,Region A,Market Segment 4,Sales Channel 3,1739226.936,3478453.872
2019.04,Region A,Market Segment 4,Sales Channel 4,289871.156,1159484.624
2019.04,Region B,Market Segment 1,Sales Channel 1,34012180.25,68024360.5
2019.04,Region B,Market Segment 1,Sales Channel 2,19727064.54,59181193.63
2019.04,Region B,Market Segment 1,Sales Channel 3,12244384.89,24488769.78
2019.04,Region B,Market Segment 1,Sales Channel 4,2040730.815,10203654.07
2019.04,Region B,Market Segment 2,Sales Channel 1,4251522.531,17006090.12
2019.04,Region B,Market Segment 2,Sales Channel 2,2465883.068,4931766.136
2019.04,Region B,Market Segment 2,Sales Channel 3,1530548.111,7652740.556
2019.04,Region B,Market Segment 2,Sales Channel 4,255091.3519,765274.0556
2019.04,Region B,Market Segment 3,Sales Channel 1,2125761.266,6377283.797
2019.04,Region B,Market Segment 3,Sales Channel 2,1232941.534,4931766.136
2019.04,Region B,Market Segment 3,Sales Channel 3,765274.0556,3826370.278
2019.04,Region B,Market Segment 3,Sales Channel 4,127545.6759,382637.0278
2019.04,Region B,Market Segment 4,Sales Channel 1,2125761.266,10628806.33
2019.04,Region B,Market Segment 4,Sales Channel 2,1232941.534,6164707.67
2019.04,Region B,Market Segment 4,Sales Channel 3,765274.0556,1530548.111
2019.04,Region B,Market Segment 4,Sales Channel 4,127545.6759,637728.3797
2019.04,Region C,Market Segment 1,Sales Channel 1,66922081.95,133844163.9
2019.04,Region C,Market Segment 1,Sales Channel 2,38814807.53,116444422.6
2019.04,Region C,Market Segment 1,Sales Channel 3,24091949.5,96367798
2019.04,Region C,Market Segment 1,Sales Channel 4,4015324.917,20076624.58
2019.04,Region C,Market Segment 2,Sales Channel 1,8365260.243,16730520.49
2019.04,Region C,Market Segment 2,Sales Channel 2,4851850.941,9703701.882
2019.04,Region C,Market Segment 2,Sales Channel 3,3011493.688,15057468.44
2019.04,Region C,Market Segment 2,Sales Channel 4,501915.6146,2509578.073
2019.04,Region C,Market Segment 3,Sales Channel 1,4182630.122,20913150.61
2019.04,Region C,Market Segment 3,Sales Channel 2,2425925.471,4851850.941
2019.04,Region C,Market Segment 3,Sales Channel 3,1505746.844,7528734.219
2019.04,Region C,Market Segment 3,Sales Channel 4,250957.8073,501915.6146
2019.04,Region C,Market Segment 4,Sales Channel 1,4182630.122,16730520.49
2019.04,Region C,Market Segment 4,Sales Channel 2,2425925.471,9703701.882
2019.04,Region C,Market Segment 4,Sales Channel 3,1505746.844,7528734.219
2019.04,Region C,Market Segment 4,Sales Channel 4,250957.8073,752873.4219
2019.04,Region D,Market Segment 1,Sales Channel 1,23717232.22,94868928.88
2019.04,Region D,Market Segment 1,Sales Channel 2,13755994.69,55023978.75
2019.04,Region D,Market Segment 1,Sales Channel 3,8538203.599,34152814.4
2019.04,Region D,Market Segment 1,Sales Channel 4,1423033.933,7115169.666
2019.04,Region D,Market Segment 2,Sales Channel 1,2964654.028,8893962.083
2019.04,Region D,Market Segment 2,Sales Channel 2,1719499.336,8597496.68
2019.04,Region D,Market Segment 2,Sales Channel 3,1067275.45,4269101.8
2019.04,Region D,Market Segment 2,Sales Channel 4,177879.2417,711516.9666
2019.04,Region D,Market Segment 3,Sales Channel 1,1482327.014,2964654.028
2019.04,Region D,Market Segment 3,Sales Channel 2,859749.668,3438998.672
2019.04,Region D,Market Segment 3,Sales Channel 3,533637.725,2134550.9
2019.04,Region D,Market Segment 3,Sales Channel 4,88939.62083,266818.8625
2019.04,Region D,Market Segment 4,Sales Channel 1,1482327.014,7411635.069
2019.04,Region D,Market Segment 4,Sales Channel 2,859749.668,4298748.34
2019.04,Region D,Market Segment 4,Sales Channel 3,533637.725,1067275.45
2019.04,Region D,Market Segment 4,Sales Channel 4,88939.62083,355758.4833
2019.04,Region E,Market Segment 1,Sales Channel 1,30398954,60797908.01
2019.04,Region E,Market Segment 1,Sales Channel 2,17631393.32,52894179.97
2019.04,Region E,Market Segment 1,Sales Channel 3,10943623.44,43774493.77
2019.04,Region E,Market Segment 1,Sales Channel 4,1823937.24,5471811.721
2019.04,Region E,Market Segment 2,Sales Channel 1,3799869.25,7599738.501
2019.04,Region E,Market Segment 2,Sales Channel 2,2203924.165,8815696.661
2019.04,Region E,Market Segment 2,Sales Channel 3,1367952.93,2735905.86
2019.04,Region E,Market Segment 2,Sales Channel 4,227992.155,911968.6201
2019.04,Region E,Market Segment 3,Sales Channel 1,1899934.625,7599738.501
2019.04,Region E,Market Segment 3,Sales Channel 2,1101962.083,2203924.165
2019.04,Region E,Market Segment 3,Sales Channel 3,683976.4651,3419882.325
2019.04,Region E,Market Segment 3,Sales Channel 4,113996.0775,455984.3101
2019.04,Region E,Market Segment 4,Sales Channel 1,1899934.625,3799869.25
2019.04,Region E,Market Segment 4,Sales Channel 2,1101962.083,3305886.248
2019.04,Region E,Market Segment 4,Sales Channel 3,683976.4651,2735905.86
2019.04,Region E,Market Segment 4,Sales Channel 4,113996.0775,455984.3101
2019.04,Region F,Market Segment 1,Sales Channel 1,101900604.1,509503020.3
2019.04,Region F,Market Segment 1,Sales Channel 2,59102350.35,177307051.1
2019.04,Region F,Market Segment 1,Sales Channel 3,36684217.46,183421087.3
2019.04,Region F,Market Segment 1,Sales Channel 4,6114036.244,30570181.22
2019.04,Region F,Market Segment 2,Sales Channel 1,12737575.51,25475151.01
2019.04,Region F,Market Segment 2,Sales Channel 2,7387793.794,14775587.59
2019.04,Region F,Market Segment 2,Sales Channel 3,4585527.183,18342108.73
2019.04,Region F,Market Segment 2,Sales Channel 4,764254.5304,1528509.061
2019.04,Region F,Market Segment 3,Sales Channel 1,6368787.754,19106363.26
2019.04,Region F,Market Segment 3,Sales Channel 2,3693896.897,7387793.794
2019.04,Region F,Market Segment 3,Sales Channel 3,2292763.591,6878290.774
2019.04,Region F,Market Segment 3,Sales Channel 4,382127.2652,1910636.326
2019.04,Region F,Market Segment 4,Sales Channel 1,6368787.754,31843938.77
2019.04,Region F,Market Segment 4,Sales Channel 2,3693896.897,11081690.69
2019.04,Region F,Market Segment 4,Sales Channel 3,2292763.591,11463817.96
2019.04,Region F,Market Segment 4,Sales Channel 4,382127.2652,1528509.061
2019.04,Region G,Market Segment 1,Sales Channel 1,62852730.55,188558191.7
2019.04,Region G,Market Segment 1,Sales Channel 2,36454583.72,72909167.44
2019.04,Region G,Market Segment 1,Sales Channel 3,22626983,67880949
2019.04,Region G,Market Segment 1,Sales Channel 4,3771163.833,18855819.17
2019.04,Region G,Market Segment 2,Sales Channel 1,7856591.319,39282956.6
2019.04,Region G,Market Segment 2,Sales Channel 2,4556822.965,9113645.93
2019.04,Region G,Market Segment 2,Sales Channel 3,2828372.875,5656745.75
2019.04,Region G,Market Segment 2,Sales Channel 4,471395.4792,1414186.437
2019.04,Region G,Market Segment 3,Sales Channel 1,3928295.66,11784886.98
2019.04,Region G,Market Segment 3,Sales Channel 2,2278411.483,6835234.448
2019.04,Region G,Market Segment 3,Sales Channel 3,1414186.437,7070932.187
2019.04,Region G,Market Segment 3,Sales Channel 4,235697.7396,1178488.698
2019.04,Region G,Market Segment 4,Sales Channel 1,3928295.66,15713182.64
2019.04,Region G,Market Segment 4,Sales Channel 2,2278411.483,6835234.448
2019.04,Region G,Market Segment 4,Sales Channel 3,1414186.437,7070932.187
2019.04,Region G,Market Segment 4,Sales Channel 4,235697.7396,471395.4792
2019.04,Region H,Market Segment 1,Sales Channel 1,37893403.65,151573614.6
2019.04,Region H,Market Segment 1,Sales Channel 2,21978174.12,87912696.47
2019.04,Region H,Market Segment 1,Sales Channel 3,13641625.31,27283250.63
2019.04,Region H,Market Segment 1,Sales Channel 4,2273604.219,6820812.657
2019.04,Region H,Market Segment 2,Sales Channel 1,4736675.456,9473350.913
2019.04,Region H,Market Segment 2,Sales Channel 2,2747271.765,5494543.529
2019.04,Region H,Market Segment 2,Sales Channel 3,1705203.164,5115609.493
2019.04,Region H,Market Segment 2,Sales Channel 4,284200.5274,1421002.637
2019.04,Region H,Market Segment 3,Sales Channel 1,2368337.728,11841688.64
2019.04,Region H,Market Segment 3,Sales Channel 2,1373635.882,4120907.647
2019.04,Region H,Market Segment 3,Sales Channel 3,852601.5822,4263007.911
2019.04,Region H,Market Segment 3,Sales Channel 4,142100.2637,710501.3185
2019.04,Region H,Market Segment 4,Sales Channel 1,2368337.728,7105013.185
2019.04,Region H,Market Segment 4,Sales Channel 2,1373635.882,5494543.529
2019.04,Region H,Market Segment 4,Sales Channel 3,852601.5822,3410406.329
2019.04,Region H,Market Segment 4,Sales Channel 4,142100.2637,284200.5274
2019.04,Region I,Market Segment 1,Sales Channel 1,84568590.86,338274363.4
2019.04,Region I,Market Segment 1,Sales Channel 2,49049782.7,196199130.8
2019.04,Region I,Market Segment 1,Sales Channel 3,30444692.71,91334078.13
2019.04,Region I,Market Segment 1,Sales Channel 4,5074115.452,20296461.81
2019.04,Region I,Market Segment 2,Sales Channel 1,10571073.86,42284295.43
2019.04,Region I,Market Segment 2,Sales Channel 2,6131222.837,12262445.67
2019.04,Region I,Market Segment 2,Sales Channel 3,3805586.589,11416759.77
2019.04,Region I,Market Segment 2,Sales Channel 4,634264.4314,3171322.157
2019.04,Region I,Market Segment 3,Sales Channel 1,5285536.929,26427684.64
2019.04,Region I,Market Segment 3,Sales Channel 2,3065611.419,15328057.09
2019.04,Region I,Market Segment 3,Sales Channel 3,1902793.294,9513966.472
2019.04,Region I,Market Segment 3,Sales Channel 4,317132.2157,951396.6472
2019.04,Region I,Market Segment 4,Sales Channel 1,5285536.929,26427684.64
2019.04,Region I,Market Segment 4,Sales Channel 2,3065611.419,9196834.256
2019.04,Region I,Market Segment 4,Sales Channel 3,1902793.294,7611173.177
2019.04,Region I,Market Segment 4,Sales Channel 4,317132.2157,634264.4314
2019.05,Region A,Market Segment 1,Sales Channel 1,87762278.51,263286835.5
2019.05,Region A,Market Segment 1,Sales Channel 2,50902121.54,203608486.1
2019.05,Region A,Market Segment 1,Sales Channel 3,31594420.26,157972101.3
2019.05,Region A,Market Segment 1,Sales Channel 4,5265736.711,10531473.42
2019.05,Region A,Market Segment 2,Sales Channel 1,10970284.81,54851424.07
2019.05,Region A,Market Segment 2,Sales Channel 2,6362765.192,12725530.38
2019.05,Region A,Market Segment 2,Sales Channel 3,3949302.533,15797210.13
2019.05,Region A,Market Segment 2,Sales Channel 4,658217.0888,3291085.444
2019.05,Region A,Market Segment 3,Sales Channel 1,5485142.407,10970284.81
2019.05,Region A,Market Segment 3,Sales Channel 2,3181382.596,9544147.788
2019.05,Region A,Market Segment 3,Sales Channel 3,1974651.266,7898605.066
2019.05,Region A,Market Segment 3,Sales Channel 4,329108.5444,987325.6332
2019.05,Region A,Market Segment 4,Sales Channel 1,5485142.407,10970284.81
2019.05,Region A,Market Segment 4,Sales Channel 2,3181382.596,15906912.98
2019.05,Region A,Market Segment 4,Sales Channel 3,1974651.266,7898605.066
2019.05,Region A,Market Segment 4,Sales Channel 4,329108.5444,987325.6332
2019.05,Region B,Market Segment 1,Sales Channel 1,38616119.27,193080596.3
2019.05,Region B,Market Segment 1,Sales Channel 2,22397349.18,44794698.35
2019.05,Region B,Market Segment 1,Sales Channel 3,13901802.94,27803605.87
2019.05,Region B,Market Segment 1,Sales Channel 4,2316967.156,9267868.625
2019.05,Region B,Market Segment 2,Sales Channel 1,4827014.909,19308059.63
2019.05,Region B,Market Segment 2,Sales Channel 2,2799668.647,8399005.941
2019.05,Region B,Market Segment 2,Sales Channel 3,1737725.367,3475450.734
2019.05,Region B,Market Segment 2,Sales Channel 4,289620.8945,868862.6836
2019.05,Region B,Market Segment 3,Sales Channel 1,2413507.454,4827014.909
2019.05,Region B,Market Segment 3,Sales Channel 2,1399834.324,2799668.647
2019.05,Region B,Market Segment 3,Sales Channel 3,868862.6836,1737725.367
2019.05,Region B,Market Segment 3,Sales Channel 4,144810.4473,579241.789
2019.05,Region B,Market Segment 4,Sales Channel 1,2413507.454,9654029.817
2019.05,Region B,Market Segment 4,Sales Channel 2,1399834.324,4199502.971
2019.05,Region B,Market Segment 4,Sales Channel 3,868862.6836,1737725.367
2019.05,Region B,Market Segment 4,Sales Channel 4,144810.4473,579241.789
2019.05,Region C,Market Segment 1,Sales Channel 1,75980753.93,151961507.9
2019.05,Region C,Market Segment 1,Sales Channel 2,44068837.28,220344186.4
2019.05,Region C,Market Segment 1,Sales Channel 3,27353071.42,54706142.83
2019.05,Region C,Market Segment 1,Sales Channel 4,4558845.236,9117690.472
2019.05,Region C,Market Segment 2,Sales Channel 1,9497594.242,47487971.21
2019.05,Region C,Market Segment 2,Sales Channel 2,5508604.66,27543023.3
2019.05,Region C,Market Segment 2,Sales Channel 3,3419133.927,10257401.78
2019.05,Region C,Market Segment 2,Sales Channel 4,569855.6545,1139711.309
2019.05,Region C,Market Segment 3,Sales Channel 1,4748797.121,23743985.6
2019.05,Region C,Market Segment 3,Sales Channel 2,2754302.33,11017209.32
2019.05,Region C,Market Segment 3,Sales Channel 3,1709566.963,8547834.817
2019.05,Region C,Market Segment 3,Sales Channel 4,284927.8272,1139711.309
2019.05,Region C,Market Segment 4,Sales Channel 1,4748797.121,23743985.6
2019.05,Region C,Market Segment 4,Sales Channel 2,2754302.33,5508604.66
2019.05,Region C,Market Segment 4,Sales Channel 3,1709566.963,3419133.927
2019.05,Region C,Market Segment 4,Sales Channel 4,284927.8272,1424639.136
2019.05,Region D,Market Segment 1,Sales Channel 1,26927631.85,80782895.55
2019.05,Region D,Market Segment 1,Sales Channel 2,15618026.47,31236052.95
2019.05,Region D,Market Segment 1,Sales Channel 3,9693947.466,19387894.93
2019.05,Region D,Market Segment 1,Sales Channel 4,1615657.911,4846973.733
2019.05,Region D,Market Segment 2,Sales Channel 1,3365953.981,13463815.92
2019.05,Region D,Market Segment 2,Sales Channel 2,1952253.309,3904506.618
2019.05,Region D,Market Segment 2,Sales Channel 3,1211743.433,4846973.733
2019.05,Region D,Market Segment 2,Sales Channel 4,201957.2389,807828.9555
2019.05,Region D,Market Segment 3,Sales Channel 1,1682976.991,5048930.972
2019.05,Region D,Market Segment 3,Sales Channel 2,976126.6545,2928379.964
2019.05,Region D,Market Segment 3,Sales Channel 3,605871.7166,1817615.15
2019.05,Region D,Market Segment 3,Sales Channel 4,100978.6194,302935.8583
2019.05,Region D,Market Segment 4,Sales Channel 1,1682976.991,6731907.962
2019.05,Region D,Market Segment 4,Sales Channel 2,976126.6545,1952253.309
2019.05,Region D,Market Segment 4,Sales Channel 3,605871.7166,1817615.15
2019.05,Region D,Market Segment 4,Sales Channel 4,100978.6194,403914.4777
2019.05,Region E,Market Segment 1,Sales Channel 1,34513801.38,69027602.75
2019.05,Region E,Market Segment 1,Sales Channel 2,20018004.8,60054014.39
2019.05,Region E,Market Segment 1,Sales Channel 3,12424968.5,37274905.49
2019.05,Region E,Market Segment 1,Sales Channel 4,2070828.083,4141656.165
2019.05,Region E,Market Segment 2,Sales Channel 1,4314225.172,12942675.52
2019.05,Region E,Market Segment 2,Sales Channel 2,2502250.6,7506751.799
2019.05,Region E,Market Segment 2,Sales Channel 3,1553121.062,4659363.186
2019.05,Region E,Market Segment 2,Sales Channel 4,258853.5103,1294267.552
2019.05,Region E,Market Segment 3,Sales Channel 1,2157112.586,10785562.93
2019.05,Region E,Market Segment 3,Sales Channel 2,1251125.3,5004501.199
2019.05,Region E,Market Segment 3,Sales Channel 3,776560.5309,3106242.124
2019.05,Region E,Market Segment 3,Sales Channel 4,129426.7552,258853.5103
2019.05,Region E,Market Segment 4,Sales Channel 1,2157112.586,8628450.344
2019.05,Region E,Market Segment 4,Sales Channel 2,1251125.3,3753375.9
2019.05,Region E,Market Segment 4,Sales Channel 3,776560.5309,3882802.655
2019.05,Region E,Market Segment 4,Sales Channel 4,129426.7552,517707.0206
2019.05,Region F,Market Segment 1,Sales Channel 1,115694020.5,231388041.1
2019.05,Region F,Market Segment 1,Sales Channel 2,67102531.91,335512659.5
2019.05,Region F,Market Segment 1,Sales Channel 3,41649847.39,124949542.2
2019.05,Region F,Market Segment 1,Sales Channel 4,6941641.232,27766564.93
2019.05,Region F,Market Segment 2,Sales Channel 1,14461752.57,57847010.26
2019.05,Region F,Market Segment 2,Sales Channel 2,8387816.488,16775632.98
2019.05,Region F,Market Segment 2,Sales Channel 3,5206230.924,20824923.69
2019.05,Region F,Market Segment 2,Sales Channel 4,867705.154,1735410.308
2019.05,Region F,Market Segment 3,Sales Channel 1,7230876.283,14461752.57
2019.05,Region F,Market Segment 3,Sales Channel 2,4193908.244,16775632.98
2019.05,Region F,Market Segment 3,Sales Channel 3,2603115.462,5206230.924
2019.05,Region F,Market Segment 3,Sales Channel 4,433852.577,1735410.308
2019.05,Region F,Market Segment 4,Sales Channel 1,7230876.283,36154381.41
2019.05,Region F,Market Segment 4,Sales Channel 2,4193908.244,16775632.98
2019.05,Region F,Market Segment 4,Sales Channel 3,2603115.462,5206230.924
2019.05,Region F,Market Segment 4,Sales Channel 4,433852.577,1301557.731
2019.05,Region G,Market Segment 1,Sales Channel 1,71360569.12,142721138.2
2019.05,Region G,Market Segment 1,Sales Channel 2,41389130.09,82778260.18
2019.05,Region G,Market Segment 1,Sales Channel 3,25689804.88,77069414.65
2019.05,Region G,Market Segment 1,Sales Channel 4,4281634.147,21408170.73
2019.05,Region G,Market Segment 2,Sales Channel 1,8920071.14,35680284.56
2019.05,Region G,Market Segment 2,Sales Channel 2,5173641.261,20694565.04
2019.05,Region G,Market Segment 2,Sales Channel 3,3211225.61,9633676.831
2019.05,Region G,Market Segment 2,Sales Channel 4,535204.2684,2676021.342
2019.05,Region G,Market Segment 3,Sales Channel 1,4460035.57,17840142.28
2019.05,Region G,Market Segment 3,Sales Channel 2,2586820.63,12934103.15
2019.05,Region G,Market Segment 3,Sales Channel 3,1605612.805,6422451.22
2019.05,Region G,Market Segment 3,Sales Channel 4,267602.1342,535204.2684
2019.05,Region G,Market Segment 4,Sales Channel 1,4460035.57,13380106.71
2019.05,Region G,Market Segment 4,Sales Channel 2,2586820.63,10347282.52
2019.05,Region G,Market Segment 4,Sales Channel 3,1605612.805,3211225.61
2019.05,Region G,Market Segment 4,Sales Channel 4,267602.1342,535204.2684
2019.05,Region H,Market Segment 1,Sales Channel 1,43022710.81,215113554.1
2019.05,Region H,Market Segment 1,Sales Channel 2,24953172.27,124765861.4
2019.05,Region H,Market Segment 1,Sales Channel 3,15488175.89,77440879.46
2019.05,Region H,Market Segment 1,Sales Channel 4,2581362.649,7744087.946
2019.05,Region H,Market Segment 2,Sales Channel 1,5377838.851,26889194.26
2019.05,Region H,Market Segment 2,Sales Channel 2,3119146.534,12476586.14
2019.05,Region H,Market Segment 2,Sales Channel 3,1936021.986,7744087.946
2019.05,Region H,Market Segment 2,Sales Channel 4,322670.3311,645340.6622
2019.05,Region H,Market Segment 3,Sales Channel 1,2688919.426,8066758.277
2019.05,Region H,Market Segment 3,Sales Channel 2,1559573.267,6238293.068
2019.05,Region H,Market Segment 3,Sales Channel 3,968010.9932,2904032.98
2019.05,Region H,Market Segment 3,Sales Channel 4,161335.1655,322670.3311
2019.05,Region H,Market Segment 4,Sales Channel 1,2688919.426,13444597.13
2019.05,Region H,Market Segment 4,Sales Channel 2,1559573.267,6238293.068
2019.05,Region H,Market Segment 4,Sales Channel 3,968010.9932,3872043.973
2019.05,Region H,Market Segment 4,Sales Channel 4,161335.1655,806675.8277
2019.05,Region I,Market Segment 1,Sales Channel 1,96015920.39,480079601.9
2019.05,Region I,Market Segment 1,Sales Channel 2,55689233.82,278446169.1
2019.05,Region I,Market Segment 1,Sales Channel 3,34565731.34,172828656.7
2019.05,Region I,Market Segment 1,Sales Channel 4,5760955.223,17282865.67
2019.05,Region I,Market Segment 2,Sales Channel 1,12001990.05,24003980.1
2019.05,Region I,Market Segment 2,Sales Channel 2,6961154.228,34805771.14
2019.05,Region I,Market Segment 2,Sales Channel 3,4320716.417,17282865.67
2019.05,Region I,Market Segment 2,Sales Channel 4,720119.4029,3600597.015
2019.05,Region I,Market Segment 3,Sales Channel 1,6000995.024,30004975.12
2019.05,Region I,Market Segment 3,Sales Channel 2,3480577.114,13922308.46
2019.05,Region I,Market Segment 3,Sales Channel 3,2160358.209,4320716.417
2019.05,Region I,Market Segment 3,Sales Channel 4,360059.7015,720119.4029
2019.05,Region I,Market Segment 4,Sales Channel 1,6000995.024,24003980.1
2019.05,Region I,Market Segment 4,Sales Channel 2,3480577.114,6961154.228
2019.05,Region I,Market Segment 4,Sales Channel 3,2160358.209,4320716.417
2019.05,Region I,Market Segment 4,Sales Channel 4,360059.7015,720119.4029
2019.06,Region A,Market Segment 1,Sales Channel 1,98411763.31,196823526.6
2019.06,Region A,Market Segment 1,Sales Channel 2,57078822.72,228315290.9
2019.06,Region A,Market Segment 1,Sales Channel 3,35428234.79,177141174
2019.06,Region A,Market Segment 1,Sales Channel 4,5904705.798,29523528.99
2019.06,Region A,Market Segment 2,Sales Channel 1,12301470.41,24602940.83
2019.06,Region A,Market Segment 2,Sales Channel 2,7134852.84,35674264.2
2019.06,Region A,Market Segment 2,Sales Channel 3,4428529.349,17714117.4
2019.06,Region A,Market Segment 2,Sales Channel 4,738088.2248,3690441.124
2019.06,Region A,Market Segment 3,Sales Channel 1,6150735.207,30753676.03
2019.06,Region A,Market Segment 3,Sales Channel 2,3567426.42,14269705.68
2019.06,Region A,Market Segment 3,Sales Channel 3,2214264.674,8857058.698
2019.06,Region A,Market Segment 3,Sales Channel 4,369044.1124,1845220.562
2019.06,Region A,Market Segment 4,Sales Channel 1,6150735.207,30753676.03
2019.06,Region A,Market Segment 4,Sales Channel 2,3567426.42,14269705.68
2019.06,Region A,Market Segment 4,Sales Channel 3,2214264.674,8857058.698
2019.06,Region A,Market Segment 4,Sales Channel 4,369044.1124,1476176.45
2019.06,Region B,Market Segment 1,Sales Channel 1,43301979.55,129905938.7
2019.06,Region B,Market Segment 1,Sales Channel 2,25115148.14,125575740.7
2019.06,Region B,Market Segment 1,Sales Channel 3,15588712.64,46766137.92
2019.06,Region B,Market Segment 1,Sales Channel 4,2598118.773,10392475.09
2019.06,Region B,Market Segment 2,Sales Channel 1,5412747.444,16238242.33
2019.06,Region B,Market Segment 2,Sales Channel 2,3139393.517,6278787.035
2019.06,Region B,Market Segment 2,Sales Channel 3,1948589.08,3897178.16
2019.06,Region B,Market Segment 2,Sales Channel 4,324764.8466,1623824.233
2019.06,Region B,Market Segment 3,Sales Channel 1,2706373.722,13531868.61
2019.06,Region B,Market Segment 3,Sales Channel 2,1569696.759,6278787.035
2019.06,Region B,Market Segment 3,Sales Channel 3,974294.5399,3897178.16
2019.06,Region B,Market Segment 3,Sales Channel 4,162382.4233,811912.1166
2019.06,Region B,Market Segment 4,Sales Channel 1,2706373.722,8119121.166
2019.06,Region B,Market Segment 4,Sales Channel 2,1569696.759,3139393.517
2019.06,Region B,Market Segment 4,Sales Channel 3,974294.5399,2922883.62
2019.06,Region B,Market Segment 4,Sales Channel 4,162382.4233,649529.6933
2019.06,Region C,Market Segment 1,Sales Channel 1,85200613.51,426003067.5
2019.06,Region C,Market Segment 1,Sales Channel 2,49416355.84,197665423.3
2019.06,Region C,Market Segment 1,Sales Channel 3,30672220.86,92016662.59
2019.06,Region C,Market Segment 1,Sales Channel 4,5112036.811,25560184.05
2019.06,Region C,Market Segment 2,Sales Channel 1,10650076.69,21300153.38
2019.06,Region C,Market Segment 2,Sales Channel 2,6177044.479,30885222.4
2019.06,Region C,Market Segment 2,Sales Channel 3,3834027.608,7668055.216
2019.06,Region C,Market Segment 2,Sales Channel 4,639004.6013,1278009.203
2019.06,Region C,Market Segment 3,Sales Channel 1,5325038.344,26625191.72
2019.06,Region C,Market Segment 3,Sales Channel 2,3088522.24,9265566.719
2019.06,Region C,Market Segment 3,Sales Channel 3,1917013.804,5751041.412
2019.06,Region C,Market Segment 3,Sales Channel 4,319502.3007,1278009.203
2019.06,Region C,Market Segment 4,Sales Channel 1,5325038.344,21300153.38
2019.06,Region C,Market Segment 4,Sales Channel 2,3088522.24,6177044.479
2019.06,Region C,Market Segment 4,Sales Channel 3,1917013.804,5751041.412
2019.06,Region C,Market Segment 4,Sales Channel 4,319502.3007,1597511.503
2019.06,Region D,Market Segment 1,Sales Channel 1,30195156.47,120780625.9
2019.06,Region D,Market Segment 1,Sales Channel 2,17513190.75,52539572.26
2019.06,Region D,Market Segment 1,Sales Channel 3,10870256.33,32610768.99
2019.06,Region D,Market Segment 1,Sales Channel 4,1811709.388,3623418.777
2019.06,Region D,Market Segment 2,Sales Channel 1,3774394.559,11323183.68
2019.06,Region D,Market Segment 2,Sales Channel 2,2189148.844,8756595.377
2019.06,Region D,Market Segment 2,Sales Channel 3,1358782.041,6793910.206
2019.06,Region D,Market Segment 2,Sales Channel 4,226463.6735,452927.3471
2019.06,Region D,Market Segment 3,Sales Channel 1,1887197.28,5661591.839
2019.06,Region D,Market Segment 3,Sales Channel 2,1094574.422,2189148.844
2019.06,Region D,Market Segment 3,Sales Channel 3,679391.0206,1358782.041
2019.06,Region D,Market Segment 3,Sales Channel 4,113231.8368,226463.6735
2019.06,Region D,Market Segment 4,Sales Channel 1,1887197.28,9435986.398
2019.06,Region D,Market Segment 4,Sales Channel 2,1094574.422,4378297.689
2019.06,Region D,Market Segment 4,Sales Channel 3,679391.0206,1358782.041
2019.06,Region D,Market Segment 4,Sales Channel 4,113231.8368,452927.3471
2019.06,Region E,Market Segment 1,Sales Channel 1,38701867.24,116105601.7
2019.06,Region E,Market Segment 1,Sales Channel 2,22447083,44894166
2019.06,Region E,Market Segment 1,Sales Channel 3,13932672.21,69663361.04
2019.06,Region E,Market Segment 1,Sales Channel 4,2322112.035,11610560.17
2019.06,Region E,Market Segment 2,Sales Channel 1,4837733.405,19350933.62
2019.06,Region E,Market Segment 2,Sales Channel 2,2805885.375,14029426.88
2019.06,Region E,Market Segment 2,Sales Channel 3,1741584.026,5224752.078
2019.06,Region E,Market Segment 2,Sales Channel 4,290264.0043,870792.013
2019.06,Region E,Market Segment 3,Sales Channel 1,2418866.703,9675466.811
2019.06,Region E,Market Segment 3,Sales Channel 2,1402942.688,7014713.438
2019.06,Region E,Market Segment 3,Sales Channel 3,870792.013,4353960.065
2019.06,Region E,Market Segment 3,Sales Channel 4,145132.0022,580528.0086
2019.06,Region E,Market Segment 4,Sales Channel 1,2418866.703,7256600.108
2019.06,Region E,Market Segment 4,Sales Channel 2,1402942.688,4208828.063
2019.06,Region E,Market Segment 4,Sales Channel 3,870792.013,2612376.039
2019.06,Region E,Market Segment 4,Sales Channel 4,145132.0022,725660.0108
2019.06,Region F,Market Segment 1,Sales Channel 1,129732873.4,259465746.7
2019.06,Region F,Market Segment 1,Sales Channel 2,75245066.55,150490133.1
2019.06,Region F,Market Segment 1,Sales Channel 3,46703834.41,186815337.7
2019.06,Region F,Market Segment 1,Sales Channel 4,7783972.402,23351917.21
2019.06,Region F,Market Segment 2,Sales Channel 1,16216609.17,32433218.34
2019.06,Region F,Market Segment 2,Sales Channel 2,9405633.319,28216899.96
2019.06,Region F,Market Segment 2,Sales Channel 3,5837979.302,17513937.9
2019.06,Region F,Market Segment 2,Sales Channel 4,972996.5503,3891986.201
2019.06,Region F,Market Segment 3,Sales Channel 1,8108304.586,16216609.17
